gvkey,fyear,datadate,at,emp,revt,nicon,conm,gind,gsector
203666,2023,2024-03-31,67337787.9970,232.2960,5888051.7720,670846.66100,STATE BANK OF INDIA,401010,40
203890,2014,2015-03-31,2386579.9000,73.4850,2627963.3000,139862.90000,TATA MOTORS LTD,251020,25
203890,2015,2016-03-31,2692976.0000,76.5980,2755611.1000,110237.50000,TATA MOTORS LTD,251020,25
203890,2016,2017-03-31,2666646.0000,79.5580,2656495.1000,61210.50000,TATA MOTORS LTD,251020,25
203890,2017,2018-03-31,3313505.1000,81.0900,2942425.7000,89889.10000,TATA MOTORS LTD,251020,25
203890,2018,2019-03-31,3071945.3000,,2991905.9000,-288262.30000,TATA MOTORS LTD,251020,25
203890,2019,2020-03-31,3221212.6000,78.9060,2585943.6000,-120708.50000,TATA MOTORS LTD,251020,25
203890,2020,2021-03-31,3431258.0000,75.2780,2469721.7000,-134513.90000,TATA MOTORS LTD,251020,25
203890,2021,2022-03-31,3306199.3000,73.6080,2752352.3000,-114414.70000,TATA MOTORS LTD,251020,25
203890,2022,2023-03-31,3360813.8000,81.8110,3428745.9000,24142.90000,TATA MOTORS LTD,251020,25
203890,2023,2024-03-31,3706639.6000,91.4960,4349841.2000,313990.90000,TATA MOTORS LTD,251020,25
204049,2015,2015-12-31,29677906.0000,,18797998.0000,4322356.00000,SK HYNIX INC,453010,45
204049,2016,2016-12-31,32216026.0000,,17197975.0000,2953774.00000,SK HYNIX INC,453010,45
204049,2017,2017-12-31,45418464.0000,,30109434.0000,10641512.00000,SK HYNIX INC,453010,45
204049,2018,2018-12-31,63658335.0000,,40445066.0000,15540111.00000,SK HYNIX INC,453010,45
204049,2019,2019-12-31,64789494.0000,,26990733.0000,2013288.00000,SK HYNIX INC,453010,45
204049,2020,2020-12-31,71173853.0000,,31900418.0000,4755102.00000,SK HYNIX INC,453010,45
204049,2021,2021-12-31,96386474.0000,,42997792.0000,9602316.00000,SK HYNIX INC,453010,45
204049,2022,2022-12-31,103871512.0000,,44621568.0000,2229560.00000,SK HYNIX INC,453010,45
204049,2023,2023-12-31,100330165.0000,,32765719.0000,-9112428.00000,SK HYNIX INC,453010,45
204222,2014,2015-03-31,21034169.0000,66.1540,8670221.0000,668360.22600,SOFTBANK GROUP CORP,501020,50
204222,2015,2016-03-31,20707192.0000,63.5910,9153549.0000,474172.66400,SOFTBANK GROUP CORP,501020,50
204222,2016,2017-03-31,24634212.0000,68.4020,8901004.0000,1426312.10100,SOFTBANK GROUP CORP,501020,50
204222,2017,2018-03-31,31180466.0000,74.9520,9158765.0000,1017059.15600,SOFTBANK GROUP CORP,501020,50
204222,2018,2019-03-31,36096476.0000,76.8660,9602236.0000,1379190.48200,SOFTBANK GROUP CORP,501020,50
204222,2019,2020-03-31,37257292.0000,80.9090,6185093.0000,-992516.66200,SOFTBANK GROUP CORP,501020,50
204222,2020,2021-03-31,45750453.0000,58.7860,5628167.0000,4957711.47000,SOFTBANK GROUP CORP,501020,50
204222,2021,2022-03-31,47544670.0000,59.7210,6221534.0000,-1740742.01600,SOFTBANK GROUP CORP,501020,50
204222,2022,2023-03-31,43936368.0000,63.3390,6570439.0000,-1006263.76300,SOFTBANK GROUP CORP,501020,50
204222,2023,2024-03-31,46724243.0000,65.3520,6756500.0000,-250492.99700,SOFTBANK GROUP CORP,501020,50
205162,2015,2015-12-31,5760.7170,20.7070,9389.8290,-370.46400,MIGROS TICARET AS,301010,30
205162,2016,2016-12-31,6337.4040,21.4380,11059.2240,-291.09100,MIGROS TICARET AS,301010,30
205162,2017,2017-12-31,10302.6750,26.7790,15344.0470,512.70600,MIGROS TICARET AS,301010,30
205162,2018,2018-12-31,10884.8610,28.9900,18717.3580,-835.55800,MIGROS TICARET AS,301010,30
205162,2019,2019-12-31,14460.8750,32.2530,23191.3640,-492.11200,MIGROS TICARET AS,301010,30
205162,2020,2020-12-31,15378.0590,38.4580,28790.1900,-403.98000,MIGROS TICARET AS,301010,30
205162,2021,2021-12-31,18100.3250,40.4700,36272.2430,358.20300,MIGROS TICARET AS,301010,30
205162,2022,2022-12-31,36423.8680,45.3030,74501.9770,2570.28300,MIGROS TICARET AS,301010,30
205162,2023,2023-12-31,92129.4810,50.9150,181674.3370,8828.96900,MIGROS TICARET AS,301010,30
205343,2015,2015-12-31,21217.6000,56.4930,10823.9000,297.10000,COMPAGNIE DE L'ODET,203010,20
205343,2016,2016-12-31,20731.8000,51.8660,10075.5000,228.40000,COMPAGNIE DE L'ODET,203010,20
205343,2017,2017-12-31,54009.4000,60.9920,18325.1000,369.10000,COMPAGNIE DE L'ODET,203010,20
205343,2018,2018-12-31,53538.7000,78.7110,23024.4000,122.10000,COMPAGNIE DE L'ODET,203010,20
205343,2019,2019-12-31,56310.1000,81.5520,24842.8000,121.90000,COMPAGNIE DE L'ODET,203010,20
205343,2020,2020-12-31,55998.4000,76.4600,24108.2000,214.10000,COMPAGNIE DE L'ODET,203010,20
205343,2021,2021-12-31,54572.0000,70.9110,19769.7000,-17129.80000,COMPAGNIE DE L'ODET,203010,20
205343,2022,2022-12-31,54005.6000,74.3250,20675.9000,-1197.30000,COMPAGNIE DE L'ODET,203010,20
205343,2023,2023-12-31,59981.2000,79.4050,13677.9000,-32.40000,COMPAGNIE DE L'ODET,203010,20
205655,2015,2015-12-31,389235.3380,31.4810,113029.2280,17527.45900,CHINA RESOURCES LAND LTD,602010,60
205655,2016,2016-12-31,427044.7540,33.5240,119806.2500,19500.88000,CHINA RESOURCES LAND LTD,602010,60
205655,2017,2017-12-31,574565.7070,38.0870,130487.6900,23016.68500,CHINA RESOURCES LAND LTD,602010,60
205655,2018,2018-12-31,655743.3270,46.5180,136576.8460,24237.87500,CHINA RESOURCES LAND LTD,602010,60
205655,2019,2019-12-31,762107.8460,51.9760,171349.7320,28672.27600,CHINA RESOURCES LAND LTD,602010,60
205655,2020,2020-12-31,869041.4000,48.4140,201074.6510,29809.95900,CHINA RESOURCES LAND LTD,602010,60
205655,2021,2021-12-31,949804.2640,49.4780,234777.4160,32401.23900,CHINA RESOURCES LAND LTD,602010,60
205655,2022,2022-12-31,1081331.9010,55.3110,230205.9040,28091.86500,CHINA RESOURCES LAND LTD,602010,60
205655,2023,2023-12-31,1191177.1090,61.6580,274387.9120,31365.37200,CHINA RESOURCES LAND LTD,602010,60
206454,2015,2015-12-31,17052040.0000,462.4000,6073318.0000,787056.00000,GAZPROM PJSC,101020,10
206454,2016,2016-12-31,16918938.0000,467.4000,6111051.0000,951637.00000,GAZPROM PJSC,101020,10
206454,2017,2017-12-31,18238770.0000,469.6000,6546143.0000,714302.00000,GAZPROM PJSC,101020,10
206454,2018,2018-12-31,20810440.0000,466.1000,8224177.0000,1456270.00000,GAZPROM PJSC,101020,10
206454,2019,2019-12-31,21882348.0000,473.8000,7659623.0000,1202887.00000,GAZPROM PJSC,101020,10
206454,2020,2020-12-31,23352185.0000,477.6000,6321559.0000,133834.00000,GAZPROM PJSC,101020,10
206454,2021,2021-12-31,27047230.0000,468.0000,10241353.0000,2082484.00000,GAZPROM PJSC,101020,10
206454,2022,2022-12-31,26128929.0000,,11673950.0000,1208352.00000,GAZPROM PJSC,101020,10
206454,2023,2023-12-31,28713748.0000,,8541818.0000,-652012.00000,GAZPROM PJSC,101020,10
206457,2015,2015-12-31,5020607.0000,,5749050.0000,291135.00000,PJSC LUKOIL,101020,10
206457,2016,2016-12-31,5014673.0000,,5227045.0000,206794.00000,PJSC LUKOIL,101020,10
206457,2017,2017-12-31,5226215.0000,,5936705.0000,418805.00000,PJSC LUKOIL,101020,10
206457,2018,2018-12-31,5732382.0000,,8035889.0000,619174.00000,PJSC LUKOIL,101020,10
206457,2019,2019-12-31,5947050.0000,101.3740,7841246.0000,640178.00000,PJSC LUKOIL,101020,10
206457,2020,2020-12-31,5991579.0000,,5507098.0000,15175.00000,PJSC LUKOIL,101020,10
206457,2021,2021-12-31,6864749.0000,,9268485.0000,773442.00000,PJSC LUKOIL,101020,10
207074,2014,2015-03-31,5044860.0000,,3754350.0000,235660.00000,RELIANCE INDUSTRIES LTD,101020,10
207074,2015,2016-03-31,6062140.0000,,2802280.0000,276280.00000,RELIANCE INDUSTRIES LTD,101020,10
207074,2016,2017-03-31,7068020.0000,140.4830,3301800.0000,299010.00000,RELIANCE INDUSTRIES LTD,101020,10
207074,2017,2018-03-31,8163480.0000,187.7290,4082650.0000,360750.00000,RELIANCE INDUSTRIES LTD,101020,10
207074,2018,2019-03-31,10024060.0000,194.0560,5810200.0000,395880.00000,RELIANCE INDUSTRIES LTD,101020,10
207074,2019,2020-03-31,11659150.0000,195.6180,5967430.0000,437980.00000,RELIANCE INDUSTRIES LTD,101020,10
207074,2020,2021-03-31,13212120.0000,236.3340,4669240.0000,434860.00000,RELIANCE INDUSTRIES LTD,101020,10
207074,2021,2022-03-31,14996650.0000,342.9820,6999620.0000,578690.00000,RELIANCE INDUSTRIES LTD,101020,10
207074,2022,2023-03-31,16074310.0000,389.4140,8778350.0000,662840.00000,RELIANCE INDUSTRIES LTD,101020,10
207074,2023,2024-03-31,17559860.0000,,9010640.0000,696210.00000,RELIANCE INDUSTRIES LTD,101020,10
208011,2015,2015-12-31,6913.7730,1.4470,1840.7880,527.75100,CHINA MERCHANTS PORT GRP CO,203050,20
208011,2016,2016-12-31,6620.4770,1.4150,1884.9090,532.37600,CHINA MERCHANTS PORT GRP CO,203050,20
208011,2017,2017-12-31,7975.4710,1.7190,2450.5560,504.49500,CHINA MERCHANTS PORT GRP CO,203050,20
208011,2018,2018-12-31,128018.0840,9.5680,9570.7960,1090.41900,CHINA MERCHANTS PORT GRP CO,203050,20
208011,2019,2019-12-31,156696.9180,,11958.4820,2898.19200,CHINA MERCHANTS PORT GRP CO,203050,20
208011,2020,2020-12-31,168543.6120,15.6190,12465.1160,2065.32300,CHINA MERCHANTS PORT GRP CO,203050,20
208011,2021,2021-12-31,175984.1010,15.8920,15099.9840,2685.82900,CHINA MERCHANTS PORT GRP CO,203050,20
208011,2022,2022-12-31,197525.5310,15.8010,16072.3950,3337.44600,CHINA MERCHANTS PORT GRP CO,203050,20
208011,2023,2023-12-31,198557.2970,14.4500,15750.4760,3571.80100,CHINA MERCHANTS PORT GRP CO,203050,20
208017,2015,2015-12-31,611295.5680,42.2950,203556.2060,18119.40600,CHINA VANKE CO LTD,602010,60
208017,2016,2016-12-31,830674.2140,58.2800,250146.1290,21022.60600,CHINA VANKE CO LTD,602010,60
208017,2017,2017-12-31,1165346.9180,77.7080,255717.5280,28051.81500,CHINA VANKE CO LTD,602010,60
208017,2018,2018-12-31,1528579.3560,,313375.4050,33772.65200,CHINA VANKE CO LTD,602010,60
208017,2019,2019-12-31,1729929.4500,131.5050,381521.6090,38872.08700,CHINA VANKE CO LTD,602010,60
208017,2020,2020-12-31,1869177.0940,140.5650,445373.2440,41515.54500,CHINA VANKE CO LTD,602010,60
208017,2021,2021-12-31,1938638.1290,139.4940,469527.8480,22524.03300,CHINA VANKE CO LTD,602010,60
208017,2022,2022-12-31,1757124.4440,131.8170,518644.6380,22617.77900,CHINA VANKE CO LTD,602010,60
208017,2023,2023-12-31,1504850.1720,131.0970,481185.1430,12162.68400,CHINA VANKE CO LTD,602010,60
208175,2014,2015-03-31,3376826.7800,,1608897.4900,183335.20000,OIL & NATURAL GAS CORP LTD,101020,10
208175,2015,2016-03-31,3562112.4700,,1314978.6900,141238.09000,OIL & NATURAL GAS CORP LTD,101020,10
208175,2016,2017-03-31,3702056.2400,36.8250,1257846.0800,204978.73000,OIL & NATURAL GAS CORP LTD,101020,10
208175,2017,2018-03-31,4602349.0500,35.6820,3227055.1700,221059.28000,OIL & NATURAL GAS CORP LTD,101020,10
208175,2018,2019-03-31,4957020.5000,34.4880,4213852.8700,304949.61000,OIL & NATURAL GAS CORP LTD,101020,10
208175,2019,2020-03-31,5038980.7000,30.1050,3968029.1100,109071.48000,OIL & NATURAL GAS CORP LTD,101020,10
208175,2020,2021-03-31,5432646.1300,28.4790,3040009.8300,162486.88000,OIL & NATURAL GAS CORP LTD,101020,10
208175,,2021-12-31,,,,,OIL & NATURAL GAS CORP LTD,101020,10
208175,2021,2022-03-31,5854493.2100,27.1650,4912698.0000,455221.06000,OIL & NATURAL GAS CORP LTD,101020,10
208175,,2022-12-31,,,,,OIL & NATURAL GAS CORP LTD,101020,10
208175,2022,2023-03-31,6145287.2600,25.9930,6323259.6800,354404.78000,OIL & NATURAL GAS CORP LTD,101020,10
208175,2023,2024-03-31,7101929.7000,,6430370.1000,492213.80000,OIL & NATURAL GAS CORP LTD,101020,10
209382,2015,2015-12-31,345547.0000,,85499.0000,-44213.00000,VALE SA,151040,15
209382,2016,2016-12-31,322696.0000,,94633.0000,17470.00000,VALE SA,151040,15
209382,2017,2017-12-31,328097.0000,,108532.0000,20235.00000,VALE SA,151040,15
209382,2018,2018-12-31,341713.0000,,134483.0000,25967.00000,VALE SA,151040,15
209382,2019,2019-12-31,369671.0000,,148640.0000,-6672.00000,VALE SA,151040,15
209382,2020,2020-12-31,478130.0000,74.3160,208529.0000,26713.00000,VALE SA,151040,15
209382,2021,2021-12-31,499128.0000,,293524.0000,133712.00000,VALE SA,151040,15
209382,2022,2022-12-31,453387.0000,,226508.0000,86106.00000,VALE SA,151040,15
209382,2023,2023-12-31,455984.0000,,208066.0000,39940.00000,VALE SA,151040,15
210418,2015,2015-12-31,41356.0000,135.8000,35481.0000,1930.00000,ABB LTD,201040,20
210418,2016,2016-12-31,39499.0000,132.3000,33828.0000,1883.00000,ABB LTD,201040,20
210418,2017,2017-12-31,43262.0000,134.8000,34312.0000,2219.00000,ABB LTD,201040,20
210418,2018,2018-12-31,44441.0000,146.6000,27662.0000,1450.00000,ABB LTD,201040,20
210418,2019,2019-12-31,46108.0000,144.4000,27978.0000,1001.00000,ABB LTD,201040,20
210418,2020,2020-12-31,41088.0000,105.6000,26134.0000,286.00000,ABB LTD,201040,20
210418,2021,2021-12-31,40260.0000,104.4000,28945.0000,4626.00000,ABB LTD,201040,20
210418,2022,2022-12-31,39148.0000,105.1000,29446.0000,2518.00000,ABB LTD,201040,20
210418,2023,2023-12-31,40940.0000,107.9000,32235.0000,3769.00000,ABB LTD,201040,20
210479,2015,2015-12-31,90605.0000,120.1360,45327.0000,2823.00000,RENAULT SA,251020,25
210479,2016,2016-12-31,102103.0000,,51243.0000,3419.00000,RENAULT SA,251020,25
210479,2017,2017-12-31,109943.0000,,58770.0000,5114.00000,RENAULT SA,251020,25
210479,2018,2018-12-31,114996.0000,,57419.0000,3302.00000,RENAULT SA,251020,25
210479,2019,2019-12-31,122171.0000,179.5650,55537.0000,-141.00000,RENAULT SA,251020,25
210479,2020,2020-12-31,115737.0000,170.1580,43474.0000,-8008.00000,RENAULT SA,251020,25
210479,2021,2021-12-31,113740.0000,,46213.0000,888.00000,RENAULT SA,251020,25
210479,2022,2022-12-31,118319.0000,105.8120,46391.0000,1982.00000,RENAULT SA,251020,25
210479,2023,2023-12-31,121913.0000,105.4970,52376.0000,2198.00000,RENAULT SA,251020,25
210722,2015,2015-12-31,145621715.2310,,41376287.9590,-283042.27900,HANWHA CORP,201050,20
210722,2016,2016-12-31,154871038.0000,,47120215.0000,473083.00000,HANWHA CORP,201050,20
210722,2017,2017-12-31,160194978.0000,,50404436.0000,388145.00000,HANWHA CORP,201050,20
210722,2018,2018-12-31,169548577.0000,,48740153.0000,451870.00000,HANWHA CORP,201050,20
210722,2019,2019-12-31,182286178.0000,,50412399.0000,72580.00000,HANWHA CORP,201050,20
210722,2020,2020-12-31,191178338.0000,,50926451.0000,195580.00000,HANWHA CORP,201050,20
210722,2021,2021-12-31,202366402.0000,,52836069.0000,675442.00000,HANWHA CORP,201050,20
210722,2022,2022-12-31,211175324.0000,,62278395.0000,985829.00000,HANWHA CORP,201050,20
210722,2023,2023-12-31,209738149.0000,,53134813.0000,289379.00000,HANWHA CORP,201050,20
212777,2014,2015-03-31,2337433.4000,32.9620,4495086.6000,49120.20000,INDIAN OIL CORP LTD,101020,10
212777,2015,2016-03-31,2420242.7000,32.8030,3559266.2000,112192.20000,INDIAN OIL CORP LTD,101020,10
212777,2016,2017-03-31,2735610.4000,33.1350,3553101.1000,198494.90000,INDIAN OIL CORP LTD,101020,10
212777,2017,2018-03-31,2956722.9000,33.1570,4214918.2000,221894.50000,INDIAN OIL CORP LTD,101020,10
212777,2018,2019-03-31,3351551.1000,33.4980,5398781.1000,173767.00000,INDIAN OIL CORP LTD,101020,10
212777,2019,2020-03-31,3297368.3000,32.9980,4881600.4000,-8931.40000,INDIAN OIL CORP LTD,101020,10
212777,2020,2021-03-31,3549159.2000,31.6480,3708062.5000,216382.10000,INDIAN OIL CORP LTD,101020,10
212777,2021,2022-03-31,4106248.5000,31.2540,5893357.4000,251022.30000,INDIAN OIL CORP LTD,101020,10
212777,2022,2023-03-31,4417620.9000,31.0950,8417559.1000,97921.20000,INDIAN OIL CORP LTD,101020,10
212777,2023,2024-03-31,4823620.0000,30.3210,7763518.5000,417296.90000,INDIAN OIL CORP LTD,101020,10
212782,2015,2015-12-31,25533.4860,104.0330,17147.1650,1029.44500,FRESENIUS MEDICAL CARE AG,351020,35
212782,2016,2016-12-31,26933.9420,109.3190,18341.0170,1243.26700,FRESENIUS MEDICAL CARE AG,351020,35
212782,2017,2017-12-31,24025.1280,114.0000,17783.5720,1279.78800,FRESENIUS MEDICAL CARE AG,351020,35
212782,2018,2018-12-31,26242.2680,112.6580,16546.8730,1981.92400,FRESENIUS MEDICAL CARE AG,351020,35
212782,2019,2019-12-31,32934.7350,120.6590,17476.5550,1199.61900,FRESENIUS MEDICAL CARE AG,351020,35
212782,2020,2020-12-31,31689.0360,125.3640,17859.0630,1164.37700,FRESENIUS MEDICAL CARE AG,351020,35
212782,2021,2021-12-31,34366.5580,122.9090,17618.6850,969.30800,FRESENIUS MEDICAL CARE AG,351020,35
212782,2022,2022-12-31,35754.1140,128.0440,19398.0170,673.40500,FRESENIUS MEDICAL CARE AG,351020,35
212782,2023,2023-12-31,33929.8080,119.8450,19453.6170,498.99700,FRESENIUS MEDICAL CARE AG,351020,35
213378,2015,2015-12-31,75960.6730,63.8020,89168.9020,4300.76100,HAIER SMART HOME CO LTD,252010,25
213378,2016,2016-12-31,131255.2900,74.5700,118509.1980,5036.65200,HAIER SMART HOME CO LTD,252010,25
213378,2017,2017-12-31,151463.1110,76.8960,158726.3390,6925.79200,HAIER SMART HOME CO LTD,252010,25
213378,2018,2018-12-31,166699.5440,87.4470,182494.2320,7440.22900,HAIER SMART HOME CO LTD,252010,25
213378,2019,2019-12-31,187454.2360,99.7570,199470.6980,8206.24700,HAIER SMART HOME CO LTD,252010,25
213378,2020,2020-12-31,203459.4960,99.2990,208593.2690,8876.59300,HAIER SMART HOME CO LTD,252010,25
213378,2021,2021-12-31,217459.4940,104.8740,226577.0610,13067.03800,HAIER SMART HOME CO LTD,252010,25
213378,2022,2022-12-31,235842.2550,109.5860,242431.3130,14710.92300,HAIER SMART HOME CO LTD,252010,25
213378,2023,2023-12-31,253379.8600,112.4580,260292.7150,16596.61500,HAIER SMART HOME CO LTD,252010,25
213423,2015,2015-12-31,18860.0000,39.3480,27971.0000,-747.00000,CENTRICA PLC,551030,55
213423,2016,2016-12-31,21894.0000,36.4940,27102.0000,1672.00000,CENTRICA PLC,551030,55
213423,2017,2017-12-31,20668.0000,33.1380,28023.0000,333.00000,CENTRICA PLC,551030,55
213423,2018,2018-12-31,20557.0000,30.5200,29686.0000,183.00000,CENTRICA PLC,551030,55
213423,2019,2019-12-31,18154.0000,26.9320,22674.0000,-1023.00000,CENTRICA PLC,551030,55
213423,2020,2020-12-31,17119.0000,23.2000,12249.0000,-274.00000,CENTRICA PLC,551030,55
213423,2021,2021-12-31,27086.0000,19.7830,14744.0000,586.00000,CENTRICA PLC,551030,55
213423,2022,2022-12-31,29038.0000,19.7430,23741.0000,-782.00000,CENTRICA PLC,551030,55
213423,2023,2023-12-31,21366.0000,20.6190,26458.0000,3929.00000,CENTRICA PLC,551030,55
220426,2015,2015-12-31,381972.0000,54.3350,60010.0000,1842.00000,ZURICH INSURANCE GROUP AG,403010,40
220426,2016,2016-12-31,382679.0000,52.4730,66435.0000,3211.00000,ZURICH INSURANCE GROUP AG,403010,40
220426,2017,2017-12-31,422065.0000,51.6330,63353.0000,3004.00000,ZURICH INSURANCE GROUP AG,403010,40
220426,2018,2018-12-31,395342.0000,52.2670,47189.0000,3716.00000,ZURICH INSURANCE GROUP AG,403010,40
220426,2019,2019-12-31,404688.0000,54.0300,71148.0000,4147.00000,ZURICH INSURANCE GROUP AG,403010,40
220426,2020,2020-12-31,439299.0000,52.9300,58143.0000,3834.00000,ZURICH INSURANCE GROUP AG,403010,40
220426,2021,2021-12-31,435826.0000,,69767.0000,5202.00000,ZURICH INSURANCE GROUP AG,403010,40
220426,2022,2022-12-31,377782.0000,60.0000,42761.0000,4603.00000,ZURICH INSURANCE GROUP AG,403010,40
220426,2023,2023-12-31,361382.0000,60.0000,74595.0000,4351.00000,ZURICH INSURANCE GROUP AG,403010,40
220546,2015,2015-12-31,966700.0000,21.5810,465300.0000,-37500.00000,EQUINOR ASA,101020,10
220546,2016,2016-12-31,104530.0000,20.5390,45688.0000,-2922.00000,EQUINOR ASA,101020,10
220546,2017,2017-12-31,111100.0000,20.2450,60971.0000,4590.00000,EQUINOR ASA,101020,10
220546,2018,2018-12-31,112508.0000,20.5250,78555.0000,7535.00000,EQUINOR ASA,101020,10
220546,2019,2019-12-31,118063.0000,21.4120,62911.0000,1843.00000,EQUINOR ASA,101020,10
220546,2020,2020-12-31,121972.0000,21.2450,45753.0000,-5510.00000,EQUINOR ASA,101020,10
220546,2021,2021-12-31,147120.0000,21.1260,88744.0000,8563.00000,EQUINOR ASA,101020,10
220546,2022,2022-12-31,158021.0000,21.9360,149004.0000,28746.00000,EQUINOR ASA,101020,10
220546,2023,2023-12-31,143580.0000,23.4490,106848.0000,11885.00000,EQUINOR ASA,101020,10
220833,2015,2015-12-31,106681.0000,136.5740,64450.0000,2696.00000,AIRBUS SE,201010,20
220833,2016,2016-12-31,111133.0000,133.7820,66581.0000,995.00000,AIRBUS SE,201010,20
220833,2017,2017-12-31,113937.0000,129.4420,66767.0000,2873.00000,AIRBUS SE,201010,20
220833,2018,2018-12-31,115198.0000,133.6710,63707.0000,3054.00000,AIRBUS SE,201010,20
220833,2019,2019-12-31,114409.0000,134.9310,70478.0000,-1362.00000,AIRBUS SE,201010,20
220833,2020,2020-12-31,110095.0000,131.3490,49912.0000,-1133.00000,AIRBUS SE,201010,20
220833,2021,2021-12-31,107047.0000,121.0560,52149.0000,4213.00000,AIRBUS SE,201010,20
220833,2022,2022-12-31,115944.0000,128.8960,58763.0000,4247.00000,AIRBUS SE,201010,20
220833,2023,2023-12-31,118871.0000,142.1250,65446.0000,3789.00000,AIRBUS SE,201010,20
220940,2015,2015-12-31,91430.0000,156.1910,40236.0000,2018.00000,ORANGE,501010,50
220940,2016,2016-12-31,94668.0000,155.2020,40918.0000,499.00000,ORANGE,501010,50
220940,2017,2017-12-31,94714.0000,151.5560,41096.0000,1610.00000,ORANGE,501010,50
220940,2018,2018-12-31,96592.0000,150.7110,41381.0000,1661.00000,ORANGE,501010,50
220940,2019,2019-12-31,106303.0000,135.6190,42238.0000,2738.00000,ORANGE,501010,50
220940,2020,2020-12-31,107733.0000,133.7870,42270.0000,4567.00000,ORANGE,501010,50
220940,2021,2021-12-31,108071.0000,139.6980,42522.0000,8.00000,ORANGE,501010,50
220940,2022,2022-12-31,109650.0000,136.4300,43471.0000,1946.00000,ORANGE,501010,50
220940,2023,2023-12-31,110052.0000,137.0940,44122.0000,2265.00000,ORANGE,501010,50
220942,2015,2015-12-31,160658.0000,154.9500,69883.0000,-4762.00000,ENGIE SA,551030,55
220942,2016,2016-12-31,158499.0000,,66639.0000,-561.00000,ENGIE SA,551030,55
220942,2017,2017-12-31,150332.0000,,65029.0000,1082.00000,ENGIE SA,551030,55
220942,2018,2018-12-31,153702.0000,160.0000,60596.0000,-157.00000,ENGIE SA,551030,55
220942,2019,2019-12-31,159793.0000,154.5060,60058.0000,819.00000,ENGIE SA,551030,55
220942,2020,2020-12-31,153182.0000,,55751.0000,-1723.00000,ENGIE SA,551030,55
220942,2021,2021-12-31,225333.0000,154.3640,57866.0000,3461.00000,ENGIE SA,551030,55
220942,2022,2022-12-31,235490.0000,88.2410,93865.0000,-2043.00000,ENGIE SA,551030,55
220942,2023,2023-12-31,194640.0000,,82565.0000,2128.00000,ENGIE SA,551030,55
221614,2015,2015-12-31,56059.0000,308.7130,40403.0000,-1325.00000,DEUTSCHE BAHN AG,203040,20
221614,2016,2016-12-31,56623.0000,317.4380,40557.0000,695.00000,DEUTSCHE BAHN AG,203040,20
221614,2017,2017-12-31,56436.0000,310.9350,42693.0000,745.00000,DEUTSCHE BAHN AG,203040,20
221614,2018,2018-12-31,58527.0000,318.5280,44065.0000,528.00000,DEUTSCHE BAHN AG,203040,20
221614,2019,2019-12-31,65828.0000,335.9060,44430.0000,662.00000,DEUTSCHE BAHN AG,203040,20
221614,2020,2020-12-31,65435.0000,335.5640,39901.0000,-5710.00000,DEUTSCHE BAHN AG,203040,20
221614,2021,2021-12-31,71843.0000,323.7160,47075.0000,-946.00000,DEUTSCHE BAHN AG,203040,20
221614,2022,2022-12-31,76303.0000,304.7250,56296.0000,-274.00000,DEUTSCHE BAHN AG,203040,20
221614,2023,2023-12-31,77472.0000,304.4510,45191.0000,-2080.00000,DEUTSCHE BAHN AG,203040,20
221616,2015,2015-12-31,143920.0000,225.2430,69228.0000,3254.00000,DEUTSCHE TELEKOM,501010,50
221616,2016,2016-12-31,148485.0000,218.3410,75207.0000,2675.00000,DEUTSCHE TELEKOM,501010,50
221616,2017,2017-12-31,141334.0000,217.3490,77239.0000,3461.00000,DEUTSCHE TELEKOM,501010,50
221616,2018,2018-12-31,145375.0000,215.6750,78089.0000,2166.00000,DEUTSCHE TELEKOM,501010,50
221616,2019,2019-12-31,170672.0000,210.5330,82949.0000,3867.00000,DEUTSCHE TELEKOM,501010,50
221616,2020,2020-12-31,264917.0000,226.2910,103773.0000,4158.00000,DEUTSCHE TELEKOM,501010,50
221616,2021,2021-12-31,281627.0000,216.5280,111662.0000,4176.00000,DEUTSCHE TELEKOM,501010,50
221616,2022,2022-12-31,298590.0000,206.7590,117049.0000,7558.00000,DEUTSCHE TELEKOM,501010,50
221616,2023,2023-12-31,290305.0000,199.6520,114691.0000,4092.00000,DEUTSCHE TELEKOM,501010,50
221682,2015,2015-12-31,27334700.0000,330.6770,2131000.0000,222800.00000,SBERBANK OF RUSSIA OJSC,401010,40
221682,2016,2016-12-31,25368500.0000,325.0750,2814000.0000,538600.00000,SBERBANK OF RUSSIA OJSC,401010,40
221682,2017,2017-12-31,27112200.0000,310.2770,2789100.0000,744600.00000,SBERBANK OF RUSSIA OJSC,401010,40
221682,2018,2018-12-31,31197500.0000,293.7520,2628700.0000,820700.00000,SBERBANK OF RUSSIA OJSC,401010,40
221682,2019,2019-12-31,29958900.0000,281.3380,2943600.0000,899100.00000,SBERBANK OF RUSSIA OJSC,401010,40
221682,2020,2020-12-31,36016000.0000,285.5550,2935600.0000,729000.00000,SBERBANK OF RUSSIA OJSC,401010,40
221682,2021,2021-12-31,41165500.0000,287.8660,3423300.0000,1157900.00000,SBERBANK OF RUSSIA OJSC,401010,40
221682,2022,2022-12-31,41871800.0000,210.6610,3863600.0000,408700.00000,SBERBANK OF RUSSIA OJSC,401010,40
221682,2023,2023-12-31,52307200.0000,,5131900.0000,1477900.00000,SBERBANK OF RUSSIA OJSC,401010,40
